text,emotion
말했던 놈들까지 몇 번을 더 만나고걔네들은 내가 많이 우스웠을 거야 아마 그건 어쩌면 너도 마 찬가 지일 거야 말은 안 했었지만 사실 네가 어제까지만 해도 어디 있었는지 내가 모르진 않아 그러니까 앞으로 내 생각 같은 거 넌 절대 하지 마 미련이 남았다는 말도 난 알아 거짓말 너 때문에 번호까지 나 바꿨어,0
그러니까 그러니까 그러니까 그러니까 그러니까 대체 왜 네 가 하필 bad bitch 너는 내 기분을 make shit 미안한 데 너와 헤어진 날에도 I have a good night 너는 전혀 몰랐겠지 아니 알고 싶지 않았겠지만 너 생각보다 내가 잘 나서 이상한 놈은 have a good night 왜 네 가 하필 bad bitch 너는 내 기분을 make shit 미안한 데 너와 헤어진 날에도 I have a good night 너는 전혀 몰랐겠지 아니 알고 싶지 않았겠지만 너 생각보다 내가 잘 나서 이상한 놈은 have a good night,0
일 십 백 천만 달러 Bills 새끼들은 말만 많아 내가 뭔 지에 대해 걍 닥치고 따라와 Please 시기 다른 래퍼들의 반대편을 바라보던 새끼 그래 That’s me huh? Yeah 없잖아,0
의미 헛배 운 새끼들 피드백 들어봤자,0
백 도 뱉어 버려 걍 한 귀로 듣고 한 귀로 흘려 AyFor legacy Flow like a seaBal like I see Die like I seize Dali Van Picasso on meEyes all on meImma sippin like the waynePoppin on my tag tag tag tagsI can walk talk with no cO cainesI can hop up on a C Oupe ayHave a little take on liquor 해 버리고 돼 버리고 Sippin on Benz or painFor motivate f*** on a Maybach 쓰는 매일 밤 우리가 쓰는 Baseline 미리 배포 Suck me on the paypalShow respect to the K-pop ay 네 가 빠는 래퍼 절반은 다 Cappers 네 아빠의 월급 나한 텐 걍 Paper 새끼들 음악엔 뿌려야 돼 Pepper 아니면 다 폐품 버려야 돼 Canvas 열여덟에 벗어났지 돈의 굴레 개미 그게 내 여 친 허리 둘레 Ay 금이고 돈이고 Bootie 고 너네,0
새끼들 대가리에 박아 내 Bullet 재미없는 힙합 I don’t do that 안 어울려 임 마 네 그 듀 렉 놀고 먹어도 그냥 벌어 네 두 배 Spit bars shit lit like Lil Wayne 안 벌어도 돼 돈 굳이 Why 뒀거든 나는 부자 마음 투지 AyYoung & BoujeeBut 아냐 철 부지 이건 비밀인데 샀거든 강남에다 내 부지 AyUmmmmI think I never told you what I do is “HIP-HOP” 난 그냥 뭐 노래도 부르고 싶어 Like Dua LipaMan 내 허파가 가는 대로 하는 거지 뭐 So f* all your thoughtsWe going straight up to the top 하지 마요 내 탓 Yessir I got 2 pay checks to get her nightRocking at back stage we hotter than JulyYeah it’s dangerous But I don’t give a shit a damn tonightCause I got Jay on my backAnd it’s gon’ be alrightLet me tell you what hiphop is 네 랩은 7&11 내 랩은 집 밥임 I saw you at the f* clubRocking with the hottest b* 또 헛기침 하는 래퍼들과 는 너무 다른 내 기질 Yeah I know 웃기지 For real look easy 그냥 대충 뱉어도 나 티는 Hottest rookie 지 그냥 색깔 별로 샀지 협찬도 깠어,0
Versace 입으면 돈을 준다지만 내 재능은 VersatileLook at my bandsLook at my swagLook at my gang gang gangLook at my dripLook at my slattLook at my dab dab dab 요즘 래퍼 너무나 뻔해 개나 소나 다,0
Finesse 진짜 돈 벌기를 원해? 그럼 주머니에 총부터 꺼 내 주머니에 총부터 꺼내고 나는 대가리에 총알을 박구 오타쿠 같은 새끼들 키 보드에 빵꾸 내버리고 자크를 닫고 예술과 내숭과 그 사이를 걸어가는 매 순간에 나는 또 절어 버리고 Fo sho 고민해 Bumpin Lil Bitch 아무 의미 없는 돈 벌어 봤자,0
뭐해 Wanna beSame shit 다 똑같은 노래들이 흘러나와 홍 대 거리 위 아무 의미 없는 돈 벌어 봤자,0
뭐해 Wanna beSame shit 다 똑같은 노래들이 흘러나와 홍 대 거리 위 비슷한 키의 비트 위 뻘 짓들 또 힙합이란 거대 미스터리 비스듬히 걸쳐 Wrist to risk 쓰레기 Disk 또 네 쓰레기 믹스 병신들 끼리,0
얕게 박힌 뿌리의 흑역사는 잘 자라네,0
너 넨 어떻게 래퍼가 패션 Peep보다 멋이 없냐,0
Marketing target 들처럼 그 땜에 뭘 좀 아는 여 잔 힙합을 깔보고 잼 민이 들이나 듣는 유치한 노래 인식을 얻어 내가 이런 발언을 할 자격 없는 것도 알어 3년 전에 코 인 빨다가 아닌 척한 새끼 고맙다 날 거들떠보려고도 안 했던 새끼 Kid Milli 동급의 Top list 나는 A-TEAM 내 흑역사를 지우려 더 짙은 Rap을 뱉지 Kid Milli 동급 중 Top list 나는 A 갈아치워 입어 빨리 네 바지 Looks like a 팬티,0
+82 bars 찢어 니 verse 나는 랩 전설 한국 힙합 다시 건설 who wanna battle me you better be flatterin' me 우린 너무 달라 Lv이 yuh 가짜 친구들 끼리,0
끼리 frenemy ship 나는 못 끼지 배멀미 shhh 니들 눈엔 너무 재 섭지 축제 시즌까지 해적질 huh i'm gonna be a legend 이제야 끝낸 기분야 1회전 ouu 얘넨 1 2년은 걸린 대 고작 그 앨범을 위해서 i mean like what 재능도 없지 그냥 퍼 놀지 래퍼 라 치기도 뭐해 날 따라 잡을람 더해 back mirror에서 봐 너 넬 look 2017 띠는 벌 띠 gucci supreme bee back pack을 멘 채 날아 멀리 나는 몰라 범 윌 2G 3G 4G 다음은 Original Gimchi hoo 난 알아 벌 일 왜냐면 이건 벌 일 또한 천재들의 원리 24 내 머리 속에 흘러 전기 윽 walkin in seoul like a ross don't tryna flex on me yuh 난 니 네 수입을 다 알 어여 척 보면 X O 지요 i think they get no money 앵벌이 or 엥 벌이야 그게 사실이면 공연장엔 왜 없지 hmm 다음 차는 drop top 말도 걸지 말 어 나는 바빠 가짜들은 hop out my car 밀린 돈이나 갚아 ima go hard 너는 go home 이 짓 빼곤 안 들어 보험 나는 필요가 없어 로션 예의 발라 that's f'sho 수영 수영 수영 money ocean gettin cheeze for my emotion 크게 웃어 웃어 i'm happy 그렇다고,0
왜 니가 bad feels ha-ha-ha i'm a new species 내가 넘 밉지 그래도 쉬쉬 조용히 있지 왜 냠 너도 알거든 랩으론 안돼 GGyeah imagine over image 난 그림 그려 넌 CG 혼자 집에서 배터리 갈아 끼지 모두 다 기계들이니 yuh ghood life how i live we rock the show 바위 hhh 너는 눌려 가위 hhh 또 이겨 like khaled ouu i was naive yeah 그때 술자리에 가지 않았담,0
아직 퉤 i just go go get it 너희 완 달라 너무 나의 길이 영원히 나의 뒤지 여리 소 심히 이 몸의 실패를 염원할 뿐이니 who 난 널 몰라 진짜 하나두 사실 알 필요두 없구 i've come a long way 신촌 geek에서 5만원 모아 갖구 공연했던 시절이 ayy 물론 이 얘 긴 과 거지 ouu 나는 안해 감성 팔이 yeah 안 해본 게 알바니 yeah sky's the limit like BIG 앞 길이 아직 많이 남았지 난 안 취하지 오직 취하지 get get get it get 바삐 비탈길도 날 피하지 목걸이 팔찌 반지 모두 빙하기 815에 일장기처럼 hunnid motherfuckers you DIE uh i'm a rap legend 과 부화가 걸려 터진 potential 주역이 돼 24 넌 내 패널 하라구 못하는 랩이나 계속 hahaha 한번에 2 장의 앨범 전설이 될려면 내 행보를 베껴 wakey wakey wack mc's 깨워 아니 다시 재워 이불을 줘 아니 뺏어 yeah 2 - 1 같이 always i'm ill yuh i keep it 100 save'em benjamins hoo 날 욕해도 원해 내가 되길 왜냐면 내 차는 마 세라 티 너 넨 라 세 티 damn 참 경쟁자도 없구만 다 들 꼴이 체 그 짧은 돈과 인기에 한 병만에 취해 멍청이 fan은 믿어 가짜 money swag 가래를 퉤 백명이 넘어가는 애들 copy my flow 목엔 큐빅 diamonds 스뎅 chain 차고 flex 타령 그럴 바엔 벗어 그냥 시원하게 그게 뭐라고 척까지 하고 다녀 우린 100억 짜리,0
야망을 공유하던 친구는 이미 만족을 해 버렸구 말뿐인 포부였다고,0
damn 혼자가 됐어 이젠 세제로 눈을 씻어도 where uh 내 몸에 지폐 향 flavori'm a true playa slayer 언급도 싫지만 haterser 붙어 그것도 직업이라 매 요일 같지도 않은 일이네요,0
네 열등감을 지우려 해 허나 내가 붙잡을 수도 없이 높이 날아 감 딴 세계 사람이니깐 하곤 경쟁을 놓지 그때 아마 넌 날 사랑할걸,0
bill gates보단 내 삶이 밉듯이 현대판 노예니 족쇄는 키보드 줄이지 huh 난 이걸 걍 재미 삼아했는데 지금 날 보니 완전 새로운 유전자를 갖고서 랩을 위해 태어났었나,0
봐 hhh 현실엔 상대가 없어 눈감아 허나 멈춘다면 죽음이야 난 josh와 mark의 야망 우리가 한 얘 긴 뉴욕 빌딩보다 커질 거야 아마 ay 우리 부모님은 hustlers 나는 많았어,0
용돈 이런 얘 길 숨겨야 너희들 지지를 받겠지만요 fuck u all 이건 another get it another get it 내 딸이 내 아들이 다이아 수 저지 i mean it ay+ mothafuckin 연예인 ayshout out to gimchihillgang 우린 brudah 사업 안에 till we rich gang gang hooshout out to ghoodlifecrew 우린 family 사업 안에 till we take this +82 +82 bang,0
Livin young 자유롭게 그 무엇도 따라올 수 없게 Livin youngGettin 0 내가 뺏긴 Young 내 청춘 놀아 본 기억도 친구들도 전부 없군,0
아무래도 나 혼자만 잘못 온 듯 내 노래는 돌아오지 않을 메아리가 됐군,0
돌려줘 내 Favorite 노래들도 낡아 버려 왜 우린 절대로 도망갈 수 없어 시간 앞에 I don’t lie 돌아보지 않을 거야 더는 시간보다 더 빠르게 Runnin 그게 나는 편해 너가 듣기에 웃기겠지만 나는 자유를 원해 얼마나 더 뺏어가야겠니내게서 뭐가 더 남았니,0
텅 빈 가슴 뭐로 채워야 할지도 모른 체 방안에 가만히 0 0 0 0 0 내가 빼앗긴 Young young young 전부 다 정산해서 채워 0 0 0그래 너가 뺏어간 Young young young0 0 0 0 0 Yeah 내가 빼앗긴 Young young young 전부 다 정산해서 채워 0 0 0그래 너가 뺏어간 Young young young0 0 0 0 00 0 0 0 00 0 0 0 00 0 0 0 00 0 0 0 0 난 혼자였어,0
맨날 살얼음의 멘 탈잠에서 깰 때마다 거울 속에 내가 보기 싫어 비치지 않게 사라지고 싶어 져 세상에서 지각은 없어 죽음 앞에서 시간은 안 멈추고 다 뺏어가내,0
금요일 밤 혼자 있는 게 거의 나쁜 습관이 되어 버린 나는 어린 나를 욕해 어린 날 훔쳐 버린 시간을 욕해 시간은 또 녹네,0
사르르 르 르 0 0 0 0 0 내가 빼앗긴 Young young young 전부 다 정산해서 채워 000그래 너가 뺏어간 Young young young0 0 0 0 0 Yeah 내가 빼앗긴 Young young young 전부 다 정산해서 채워 0 0 0그래 너가 뺏어간 Young young young0 0 0 0 00 0 0 0 00 0 0 0 00 0 0 0 00 0 0 0 0Livin young 자유롭게 그 무엇도 따라올 수 없게 Livin youngGettin 00 0 0 0 내가 빼앗긴 Young young young0 0 0 0 0그래 너가 뺏어간 Young young young0 0 0 0 0 내가 빼앗긴 Young young young0 0 0 0 0그래 너가 뺏어간 Young young young0 0 0 0 0,0
자격지심은 내 선택 질투는 증오의 형태 부디 쟤네들처럼 내가 갖지 않기를 평생 내일이 되 버린 어제가 득한 내 삶의 여백 니들의 피드백은 논외 왜 넌 멍청함을 들어 내내 육과 영이 죽어도 내 음악이 남겨 놓은 온도는 영생 영원히 뜨겁네,0
함부로 너가 말해도 내 손에 쥐었던 잔들을 내가 놨대,0
도가 득히 채워져 넉넉히 주시기에 잔들이 계속 흔들린다 해도 발 밑에 악셀을 더 밟네,0
기름칠 해야 지불 떨어지는 곳에다가 잔뜩 발라 발라 놔 첨부터 마지막 가속되는 시각과 시각 그 사이의 간격 줄여 내 맘 붙들었던,0
내 주머니 안에 세상 것 들은 시온의 대로에서 다 부러져 맨날 겉돌았던,0
내 삶이 영글어 정상과 중심 맨 앞을 뚫어 내 사상 이제 몇 배로 부풀어 느낌이 와 난 제로 백 거의 다 왔잖아,0
제로 백 더 쎄게 밟아 제로 백 영에서 백까지 올려 끝까지 유지해 속력 0-100Yeah i make'em say yeahI make'em say yeahI make'em say yeah 넌 절대 넘볼 수 없으니 my crew my areamy amg gts 처럼 내 커리어의 가속 제로 백 여전히 날 하드 캐리해 i’m gon' get it 411범 블 비 everywherei keep going immado it imma do itso 난 배불리 채워 물질보단 믿음을 I believe in Godand I believe in dreamsand the truth 다음 chapter그래 다음 앨범 6년 전 v-hall remember that 이번 가을 단 콘 올림픽 홀 i’m forever ever ever ever everyou can have no fanxy childi don’t like your question style 날 더 몰아 세워 봐 i love it love it 네 머리 위에 jumpin trampoline24 /7 hot like fire we just gopedal to the metal 악셀을 밟아 더 ah make it bouncemake it bounce5 to 9 9 to 5 no limitbewhycrush we take a shot tequila 느낌이 와 난 제로 백 거의 다 왔잖아,0
제로 백 더 쎄게 밟아 영에서 백까지 올려 끝까지 유지해 속력 0-100 하나님 나의 디자이너 난 하나님 아들 사인을 봐 남아 있는 날에 하늘 아래 나 있는 사이 내 가이드 라인이나의 역사 안에 닿길 바 래잠 들 날이 아직 나에 겐 거리가 있네,0
완전 한 사랑 이라는 게 불완전한 사람인 나를 깨워 불완전한 것 이내 절반을 채웠던 몸 땜에 지나쳤네,0
색다른 날을 매번 제로 백을 위해 나의 살을 태워,0
I'm a boy from the 00 비상해 내 18년도 욕실이 studio 한번에 좀 들어 처먹어 Yo 니 랩 베려 내 phone 래퍼 형들은 척 버네,0
철판 더러운 돈 정답이나 알려줘 Motherfucker 일년 만에 탑 무슨 말 인진 다 알어 내 가사 다 걔 네 탓 Yo 내 돈벌이 I don't fuck with yall 내 무 겐 48내 명반이 3. 몇 5 래 Know what I'm talkin aboutThat shit 빠순이다 앵벌이 내 사업 넘 다르지 봐 내 앨범들이 삼개월인가 니 꼼수와 난 다르게 음악 that 앨범 난 이 맘 때로 봐 관상 왜 내 반대로 와 대본 안 따라 난 맘대로 가 막가자 bruh 대박 내러 Bitch boy from the 00 나 비상 18 19 20 21 또 22년도 17 was mad fuck 어젯밤은 다 잊었어,0
Suwoncity the broke boi 내자리 bitches rock topboy from the fuckin 00 빼자 리 bruh 아재 나이가 31 뿌리 굳어 내 particlesReppin cozyboysAnd red boys buliding what 때려 박지 내 flow는 bumper carYea thats fo sho 기사 클릭거리 벌레새끼야 내 이름이나 빌려 찝쩍 대지 말고 부탁 품위 있게 좀 bruh 좆도 안 팔리는 가짜 새끼 Another level boy 짜 피 싹 다 구라 정해 가위 바위 보 난 어린 광대 소년 From a 나라 00They talkin bout that shit 개소리 소리 상관 없어 때가 저번 해에 온다고 지랄한 관상 쟁 아 들어 걸리면 은 뒤져 이 씨발 년 아 빨리 숨어 hol up 억천벌 이의 수입은 너무 sweetCan not quit it yobruh I'm not a 연예인 같은 Shit 벌어 7figure 돈 bruh I'm likeShit better dig 여기 반 이상 다 pussy 띠 꺼 워 보이면 눌러 힘 I'm fuckin thickYour fuckin bitch 노란색 지폐가 brr 구겨 넣어라,0
tip 방진 패드가 필히 우리 808은 Litty as a fuck ain't no copy like a 병신들의 choppyImma go never slow 타란 티 노 modeBoy from the 00 급 식 탈출한 플로 우 갓 대웅 Kid Milli J-ThisMa red boys killin 락스타 무사 시 퓨퓨 munch and a kingI'm doneFuck all that shit Let's go 다시 한번 들어 공 바꿔 flow도 벌어가 돈 병신들은 다 틀려 버렸고 내가 법 동시에 또 별 넌 가르치려고 들어 날 butI don't give a fuck about that shit 아이들은 다 따라와 봐라 내 fake이 될 몸인지 나도 모르지 너도 모르기를 좋은 거더라,0
구 어린 게 모른 기야 난 어린지 사투리 갑 툭튀 광역시 바위치 기 툭하면 깨 짐 주황색 계란이 내 위치 어린아이 from 00 밝았던,0
2017 my bitch 식사 그년들은 다시 돌아와 버리기 18 또 내년들은 남아돌아 19엔 20살 강남대로 막아 탱크 타고 돌아 먹어 옥 타곤 키스 남 뒤졌냐고 물어봐 힙합 존나 뻔한 사랑 노래 중지가 답 셔츠 버튼 세 개 풀어놓은 채로 꼬추 빨아 존나 뻔한 사랑 노래 뻔한 사랑 노래 딴따라 아가리 총알 넣고 pow 버린 거 다 모아 놓고 봐도 개명 반 끝났다고,0
빨아 처먹고 날 버려 누가 10 대들의 리얼 힙합 사귈래요,0
4 오빠 찾지 말 어 병신 아 죽여 버렸네,0
다 2018 my bitch 식사 랩한다는 놈들은 많지만 highlight 누가 받아 Pocket full of light 첨에는 스윙스 팔아도 안됐던 장사이제 역수입 당하지 별의별 개소리 듣는 위치가 되면 너도 알아 별 지랄해서 얻는 수입인데 너무 작아 물론 롤 렉스 좋지 물론 상수동 집의 위치 물론 해외여행 좋지 물 론 아냐 연예 인물론 내게 넘어오는 여자 우리 아마 평생 통계표로 보면 두 배 아니 다섯 일곱 열 배 But 새끼들 그런 거에 뿅 가서 음악 꿈에 넣고 뻘 짓하는 놈들 10년 정도 날린 거니 간 바레 간 바레 Fact check으로 back 대한민국 예술인 Top class trensetter가 백백 위로 못 make damn 현실에 눈뜨고 믿지 마저 래퍼 얘 긴 J-This ooh 한 번 만나고 두 번째 약속은 깨 what what 소는 희생해 대를 위해서 ya 내 사상은 돈이면 다 되는 줄 아는 것처럼 um 위험해 ooh yaFuck all that sneak diss um 뭐라,0
한 건지도 모르겠어 이 븅 신들 꼬아 쓴다고 다 있어 보이는 줄 아냐 걍 해석돼 니네,0
ooh ya 명반과 lan 선 조합은 5천 ayy 와 홈 아줌마들이 집 청소 ayy 없어 졌지만 Lanvin 선글라스 소는 희생해 대를 위해 점수 5점 ayy 내 삶 가까이 서 보면 epic oohHigh 마치 Lee 다 조합해 what그래 천재 근데 내 가 사 어째 지릴 거다,0
니가 니 나이 만큼 늙었을 땐 ayy니 월세 내 outfif 꺼져 포 차로 붙이고 크롬 하츠 뒤에 st fucker 밤새 뺀 찌 먹어 놓고 나랑 친구 먹어 가 엄마 젖 더 처먹어 얘넨 누가 뭐 했는지 까먹어 fuck it 현실 상상과 달리 봐 피 꺼솟 마치 전쟁 물론 안 나야 되지만 테마 주는 이익 나 버려 근 까 이해는 다 갖다 버려 1 2 3 and to the 4J-This and IndigoMusic's at the door1 2 3 and to the 4Numbers lie too so what the fuckAll night long all night long 어떤 분야 서 또 짱이 될까 골라 인마 넘어졌음 넘어졌지 절대 흔들리지 않을게,0
Bible에 ey 동생 걱정 말고 기대 왜 다 가능해 ey 완벽하지 않은 leader 그건 쉽게 인정단지 내 그릇은 개 넓고 높이도 꽤나 길어 Switch sidesNope I just switch gearsTunnel 끝으로 IMJM 누구 거 This Year 많은 rapper 들의 album 들이 dropUpgrade 최고지만 baby who be gettin gwap 나보다 위에 있는 척만 하는 바보는 많아 나보다 위에 있으면 앨범 내봐 아니면 stopStop frontin' It ain't workin 인정을 받고 싶으면 put the work in 은퇴 전에 1000 곡 낼 거야 for certain 깨끗한 척해도 모두의 손은 다 dirty 험한 게 porn 이면 내 눈엔 넌 걍 virgin 너한테 적용한 걸 내게도 no mercy,0
1 2 3 하면 정신없이 놀아 다 잊어버렸지 힘들었었지만 all nightDancing on the street 때려치고 우린 go wild1 2 12341 2 3 하면 정신없이 놀아 다 잊어버렸지 힘들었지만 all nightDancing on the street 때려치고 우린 go wild 날뛰어 철없이 우린 shooting in the club wowWaaah 우린 shooting in the club wowWaaah 우린 정신 없이 놀아 Waaah 행복해 음악이 나올 때 우린 정신 없이 놀아 음악 키워 영원하지 못할 날들 행복하게 철없이 먼저 간 내 친구 몫까지 불러 나는 원 없이 받은 거 다 돌려주려 무대에 섰지 너만 없이 난 멍청하게 널 놓쳤지 그때 아니면 난 없었지 전부 다 원해 난 더 뿜어 빛 눈이 부실 때마다 가리지 그게 만들어 행복 트로피 Yeah 꿈의 언저리 맴돌던 멍청이 그게 나였지 하지만 또 행복했지 음악 나오면 부질없이 Yeah what you want what you want 네 마음대로 즐겨 이건 너의 세상 yeah 행복하게만 살아 그게 힘든 거 알아 하지만 우린 날아 woah1 2 3 하면 정신없이 놀아 다 잊어버렸지 힘들었지만 all nightDancing on the street 때려치고 우린 go wild 날뛰어 철없이 우린 shooting in the club wowWaaah 우린 shooting in the club wowWaaah 우린 정신 없이 놀아 Waaah 행복해 음악이 나올 때 우린 정신 없이 놀아,0
gotta get my money 긴장했지 매번 게임에 어지러운 이 판에 na to the fla still on it uh 전화 오는 친구들 친척이 많아 이제 원하는 건 나눌 profitthey be still callin' uhrobbin scene 금을 모았지 언제든 많아 욕심 난 내 것만 해 각오는 유치 봐 내 꼬라지 일 값이나 지불해 i be showin' what i'm about 원하는 게 있음 얘기해 i got my right foot on the gas 바람에 날려 Baller-chain oohbaggin' all my cash 그다음엔 새로운 스타일을 제시 시작과 같이 죽음을 맞이 이제는 Top 6we top 6 다 해 먹을 예정 who done brought them chopsticks 근데 난 더 이상 재미를 잃었어 랩에 평론가들 땜에 트랩 아님 붐뱁 둘만 안다면 난 그냥 여기서 제외 니네,0
다 에서도 국빈 대접을 받겠지 난 예전에 알던 내가 아냐 예전에 멈춰 있는 넌 don't know about it 내가 여기까지 오는 동안 랩을 몇 마디나 했을까,0
그걸 세고 있는 븅 신 들아 난 노래하고 손가락 안 오늘 내일할까 내 멜로디가 오늘 내일할까 내 멜로디가 OLNL 할까 내 멜로디가 그럴 리가 그럴 리가 what you want 나는 어린아이 같아 너희들은 어른스럽긴 한 거냐,0
what you want 나는 어린아이 같아 너희들은 어른스럽기는 한 거냐,0
we bring the fire we bring the firecall 1-1-9 yeah 조심해 너 데일라 we bring the fire we bring the firecall 1-1-9 yeah let's make it rain119indigo kid h1ghr gang119this is ghood life 우주 비행 119we ambitious billionaires119artists only money getteru ain't even know yafuckin' a beat 두르지 목엔 다이아 눈 부신 빛 ain't it lit huhwatch me swag 내려 난 heavy rain 니 상 댄 beastu know who it is 응 맞아 Loopy on this bpinky에는 이쁜 ring이 shawty wanna danceshe go down wit me 아직도 좋지 기분이 여기 분위기 gettin' lit이 노래를 다운로드이건 another rain gang shitfast car no diesel8 마디 i spit out missiles 어떤 loop이든 뒤져 삼지창이 긁어 널 'didas 하늘이 어두워도 난 미 소니 hate은 내 돈에 비해 비소 스물다섯 살에 on a 지존 bewhy 형 날 기도 ay 남자들 적은 남자였지 나는 후자고 전자는 다 bitches 벼락부자들은 번개보다 빨리 돈더미를 향해서 뛰지 hate만 해선 내 뒤지 hate만 하니 내 뒤지 Quamo gang 우리는 위지 내 2억 상 금은 6분의 1 찢 we bring the fire we bring the firecall 1-1-9 yeah 조심해 너 데일라 we bring the fire we bring the firecall 1-1-9 yeah let's make it rain119indigo kid h1ghr gang119this is ghood life 우주 비행 119we ambitious billionaires119artists only money getter,0
"[ 박 재범 (Jay Park) ]We the motha fuckin' gang bro we mobbin' deepWreakin' havoc to the game hoe like prodigyRIP like Ali float and stingin' like a beemost u rappers be my son that means I'm ur 아버지 yeah GRAY BEAT I'm flammin'Don 't wanna here another word from uTell me where my payment is hop on this famous dickTime is money honey and lemme tell u now ain't nobody wastin' itOoh yeah look at the dripHuh yeah let’s take a tripSoju let's take sipTake a sip bitch[ 사이먼 도미 닉 (Simon Dominic) ]a .m. to p.m. 짙어 지는 나의 비음 왕 싸가지 느낌 이게 원래 main theme 내 쪽으로만 쏘는 핀 ultralight beam 꿈속에서도 일하는 기분 umm 박재 범의 기운 내 옆에 있는 너를 작게 만들어 마치 행크 핌 나는 한낱 human being 내가 부러운 니 새 낀 빙 할 줄 아는 말이라곤 ㄴㄴ Why you always hatin'? 나도 속은 Small Medium 커지는 순간은 오직 스테이지 위[ 로꼬 (Loco) ]Ya ya 여기저기 불 피워 웃으며 VV 치즈해 솔 까 지금 돈 관심 없고 알지도 못해 내 시세 1위 해 봤자",0
"동네 노래방 맥주 까고 막 춤 걔 네 랩 던지면 잡혀 내 팬들 하고도 삐 까 CHUNow bring it back bring it back 또 도진 초심 병 금방의 실수는 신의 계획이라 고치고 다시 또 VV 치즈해 날라가는 표정 높디",0
높지 맨정신에도 날라가는 초점[ 어 글리 덕 (Ugly Duck) ]Fire flame 난 불만 있네,0
다 물갈이 해 찬물 끼얹어도 끓여 증발해 너도 걍 한순간이 네 경쟁 안 해도 내 자릴 지키네,0
아니 나뿐이지 대체 불가 핵 인 싸 겉돈 적 없어 자전해 넌 또 불구덩이 행 너 넨 옷 매무새가 최대 관심사 세탁 소나 차려 힙합은 하지 마 창 모야 어디가 언더 그라운드인지 알려줘 저 새끼들한테 말이야,0
